order_id,order_date,customer_id,product_id,quantity,amount
5619,2024-08-04,C015,P021,6,3499.21
5620,2024-08-02,C040,P007,3,1001.15
5621,2024-08-13,C004,P011,3,998.85
5622,2024-08-28,C018,P007,7,4009.76
5623,2024-08-23,C020,P002,1,546.30
5624,2024-08-19,C016,P016,1,229.47
5625,2024-08-21,C019,P019,7,1617.60
5626,2024-08-12,C038,P007,3,383.25
5627,2024-08-10,C055,P020,2,922.61
5628,2024-08-18,C028,P023,3,564.24
5629,2024-08-20,C030,P012,5,1047.87
5630,2024-08-10,C028,P024,1,410.97
5631,2024-08-05,C049,P001,2,739.94
5632,2024-08-05,C057,P023,2,958.54
5633,2024-08-28,C008,P003,7,2129.19
5634,2024-08-20,C030,P008,5,1370.63
5635,2024-08-19,C003,P004,8,2208.62
5636,2024-08-25,C006,P009,3,1006.20
5637,2024-08-15,C055,P010,1,284.29
5638,2024-08-13,C031,P013,5,181.83
5639,2024-08-24,C058,P008,5,288.97
5640,2024-08-28,C004,P008,7,1242.25
5641,2024-08-21,C015,P006,2,830.35
5642,2024-08-10,C058,P010,3,1010.08
5643,2024-08-06,C045,P001,3,1412.45
5644,2024-08-25,C007,P017,2,253.84
5645,2024-08-07,C031,P009,4,1782.87
5646,2024-08-28,C058,P006,2,474.70
5647,2024-08-20,C058,P013,2,361.11
5648,2024-08-02,C030,P001,3,1729.03
5649,2024-08-04,C044,P016,5,423.82
5650,2024-08-16,C047,P003,5,472.21
5651,2024-08-06,C038,P001,1,395.51
5652,2024-08-02,C051,P005,1,559.15
5653,2024-08-12,C034,P012,1,229.44
5654,2024-08-24,C058,P002,7,1555.58
5655,2024-08-11,C044,P004,6,1705.45
5656,2024-08-26,C055,P022,3,666.68
5657,2024-08-17,C007,P020,8,2943.24
5658,2024-08-20,C015,P019,7,3360.57
5659,2024-08-07,C020,P024,4,502.06
5660,2024-08-11,C030,P012,4,1448.07
5661,2024-08-13,C046,P008,5,2793.07
5662,2024-08-11,C014,P002,6,2190.19
5663,2024-08-21,C043,P001,3,409.54
5664,2024-08-17,C044,P014,8,735.03
5665,2024-08-07,C002,P021,8,1603.81
5666,2024-08-07,C033,P019,4,1362.13
5667,2024-08-25,C027,P001,3,648.83
5668,2024-08-15,C005,P007,5,2612.64
5669,2024-08-18,C012,P001,4,535.53
5670,2024-08-11,C999,P011,3,233.40
5671,2024-08-06,C026,P009,7,475.60
5672,2024-08-17,C050,P002,2,697.40
5673,2024-08-07,C042,P008,7,1411.22
5674,2024-08-13,C016,P012,2,1093.95
5675,2024-08-24,C046,P013,8,2620.61
5676,2024-08-10,C010,P024,8,575.17
5677,2024-08-12,C052,P023,8,4095.75
5678,2024-08-11,C027,P007,3,1680.39
5679,2024-08-06,C027,P023,8,1704.29
5680,2024-08-20,C021,P022,7,1736.11
5681,2024-08-27,C018,P012,7,2084.27
5682,2024-08-13,C007,P023,2,670.30
5683,2024-08-26,C035,P006,1,85.92
5684,2024-08-06,C049,P007,3,1703.62
5685,2024-08-22,C042,P016,8,2515.77
5686,2024-08-08,C034,P002,3,1280.41
5687,2024-08-20,C025,P016,2,672.63
5688,2024-09-22,C025,P016,4,377.91
5689,2024-09-01,C053,P006,4,1891.59
5690,2024-09-23,C033,P022,6,966.16
5691,2024-09-23,C032,P004,6,3368.47
5692,2024-09-07,C011,P023,6,3307.77
5693,2024-09-12,C033,P017,2,527.16
5694,2024-09-22,C029,P009,6,3375.97
5695,2024-09-25,C024,P008,1,452.81
5696,2024-09-18,C028,P014,3,1737.90
5697,2024-09-28,C049,P024,7,1482.55
5698,2024-09-14,C023,P005,1,531.27
5699,2024-09-22,C014,P012,2,471.31
5700,2024-09-22,C045,P013,8,3234.29
5701,2024-09-12,C013,P007,3,1421.78
5702,2024-09-06,C021,P009,8,882.94
5703,2024-09-25,C022,P007,6,2656.73
5704,2024-09-09,C008,P022,1,570.91
5705,2024-09-09,C042,P024,5,270.90
5706,2024-09-19,C045,P017,7,4118.54
5707,2024-09-02,C031,P019,2,1142.03
5708,2024-09-03,C036,P018,5,248.61
5709,2024-09-26,C028,P023,4,180.93
5710,2024-09-09,C027,P007,4,685.73
5711,2024-09-01,C035,P011,7,3562.29
5712,2024-09-17,C052,P015,3,609.75
5713,2024-09-07,C012,P016,6,2748.38
5714,2024-09-04,C053,P008,8,1971.37
5715,2024-09-20,C002,P023,2,1108.83
5716,2024-09-08,C046,P019,8,3077.39
5717,2024-09-01,C056,P002,8,474.15
5718,2024-09-06,C057,P019,8,2910.08
5719,2024-09-05,C999,P006,1,69.08
5720,2024-09-07,C012,P023,6,635.45
5721,2024-09-24,C015,P002,1,157.97
5722,2024-09-20,C004,P013,7,1233.76
5723,2024-09-01,C010,P011,6,1188.25
5724,2024-09-04,C054,P001,7,2144.40
5725,2024-09-01,C017,P022,5,856.24
5726,2024-09-01,C001,P023,2,880.24
5727,2024-09-05,C039,P006,6,3381.37
5728,2024-09-27,C056,P001,8,899.34
5729,2024-09-28,C058,P006,3,725.17
5730,2024-09-14,C048,P004,5,784.35
5731,2024-09-10,C012,P007,7,3999.49
5732,2024-09-13,C010,P020,6,1979.55
5733,2024-09-03,C026,P001,5,1041.27
5734,2024-09-18,C045,P004,2,353.85
5735,2024-09-17,C055,P013,5,2608.10
5736,2024-09-04,C999,P019,6,618.96
5737,2024-09-06,C046,P017,3,116.01
5738,2024-09-27,C022,P005,5,2223.86
5739,2024-09-08,C011,P023,1,169.02
5740,2024-09-17,C033,P018,4,399.80
5741,2024-09-19,C053,P023,4,632.74
5742,2024-09-25,C999,P003,3,1113.54
5743,2024-09-04,C007,P004,4,2298.56
5744,2024-09-06,C019,P007,3,1358.73
5745,2024-09-07,C023,P023,6,1700.60
5746,2024-09-08,C035,P023,7,3995.43
5747,2024-09-05,C033,P008,4,1869.76
5748,2024-09-05,C049,P021,7,1074.10
5749,2024-09-04,C053,P017,4,275.82
5750,2024-09-12,C052,P024,4,1191.71
5751,2024-09-19,C056,P017,8,3260.74
5752,2024-09-22,C055,P001,7,3031.68
5753,2024-09-13,C033,P023,6,398.40
5754,2024-09-17,C044,P020,2,571.70
5755,2024-09-17,C002,P024,7,2675.69
5756,2024-09-22,C019,P002,4,399.16
5757,2024-09-22,C022,P024,6,753.07
5758,2024-09-03,C029,P016,3,1464.67
5759,2024-09-17,C009,P023,3,1474.32
5760,2024-09-17,C029,P024,7,2213.13
5761,2024-09-06,C030,P014,8,2595.26
5762,2024-09-02,C034,P008,1,569.24
5763,2024-09-04,C032,P007,2,864.42
5764,2024-09-04,C045,P009,6,979.84
5765,2024-09-02,C030,P001,6,3396.11
5766,2024-09-28,C033,P002,2,1109.22
5767,2024-09-20,C022,P024,1,111.58
5768,2024-09-06,C048,P004,5,1053.92
5769,2024-09-15,C020,P021,7,1557.10
5770,2024-09-27,C013,P010,2,868.68
5771,2024-09-25,C018,P005,2,163.96
5772,2024-09-04,C026,P006,6,1372.72
5773,2024-09-23,C054,P008,5,187.54
5774,2024-09-01,C015,P023,3,245.69
5775,2024-09-13,C016,P007,6,2040.48
5776,2024-09-14,C023,P019,7,581.00
5777,2024-09-06,C031,P012,3,1182.74
5778,2024-09-16,C024,P007,8,2314.19
5779,2024-09-12,C050,P024,7,1916.32
5780,2024-09-13,C021,P023,3,1662.68
5781,2024-09-08,C028,P019,8,2036.39
5782,2024-09-25,C056,P005,1,533.46
5783,2024-09-15,C048,P002,8,345.66
5784,2024-09-20,C045,P019,3,1263.89
5785,2024-09-18,C040,P009,3,1700.43
5786,2024-09-25,C013,P004,4,1990.00
5787,2024-09-06,C006,P020,1,516.97
5788,2024-09-19,C042,P016,8,4608.71
5789,2024-09-15,C036,P016,4,835.31
5790,2024-09-16,C027,P010,2,659.31
5791,2024-09-11,C034,P020,3,1181.63
5792,2024-09-25,C053,P010,2,588.62
5793,2024-09-06,C035,P021,7,523.63
5794,2024-09-18,C007,P006,3,496.61
5795,2024-09-23,C044,P020,1,485.00
5796,2024-09-19,C035,P008,6,1807.53
5797,2024-10-24,C045,P009,7,880.09
5798,2024-10-21,C042,P015,6,414.31
5799,2024-10-16,C011,P024,6,3528.98
5800,2024-10-11,C044,P004,6,287.38
5801,2024-10-04,C016,P004,5,254.43
5802,2024-10-13,C044,P009,4,2198.93
5803,2024-10-09,C009,P020,7,2992.19
5804,2024-10-16,C046,P014,2,634.48
5805,2024-10-11,C060,P024,6,334.71
5806,2024-10-16,C008,P018,1,472.85
5807,2024-10-09,C010,P021,6,452.14
5808,2024-10-28,C019,P019,5,2776.65
5809,2024-10-06,C019,P007,1,208.78
5810,2024-10-03,C034,P008,4,943.74
5811,2024-10-16,C051,P016,6,1441.51
5812,2024-10-26,C046,P009,2,1096.17
5813,2024-10-13,C045,P005,4,1031.94
5814,2024-10-01,C018,P008,5,2009.01
5815,2024-10-20,C999,P015,1,249.99
5816,2024-10-09,C027,P007,5,224.77
5817,2024-10-03,C004,P010,1,234.55
5818,2024-10-20,C023,P008,1,177.68
5819,2024-10-12,C008,P004,4,2185.85
5820,2024-10-10,C029,P004,4,354.94
5821,2024-10-18,C015,P012,5,491.58
5822,2024-10-26,C038,P021,3,1382.56
5823,2024-10-08,C014,P024,1,450.31
5824,2024-10-09,C019,P003,2,567.51
5825,2024-10-06,C044,P016,8,4044.85
5826,2024-10-25,C015,P017,4,347.62
5827,2024-10-13,C038,P003,6,2066.76
5828,2024-10-10,C011,P007,1,193.60
5829,2024-10-14,C025,P004,7,2744.99
5830,2024-10-23,C004,P012,4,2054.57
5831,2024-10-02,C053,P016,8,3663.55
5832,2024-10-19,C036,P005,3,449.24
5833,2024-10-01,C055,P014,6,2947.90
5834,2024-10-10,C032,P001,2,546.84
5835,2024-10-26,C002,P004,8,1278.36
5836,2024-10-26,C015,P010,4,2145.03
5837,2024-10-24,C048,P017,5,1823.11
5838,2024-10-01,C056,P015,8,950.33
5839,2024-10-18,C009,P011,6,2364.30
5840,2024-10-14,C004,P023,8,4670.86
5841,2024-10-24,C050,P001,1,200.62
5842,2024-10-17,C026,P017,6,3114.53
5843,2024-10-23,C010,P023,7,2781.02
5844,2024-10-20,C003,P017,1,418.65
5845,2024-10-19,C030,P018,3,1689.63
5846,2024-10-26,C037,P013,1,500.17
5847,2024-10-11,C031,P019,6,3570.22
5848,2024-10-20,C048,P018,2,440.59
5849,2024-10-20,C002,P012,7,542.64
5850,2024-10-08,C004,P013,2,638.23
5851,2024-10-08,C004,P010,6,2661.51
5852,2024-10-05,C032,P002,2,696.16
5853,2024-10-26,C026,P013,7,3825.18
5854,2024-10-13,C057,P001,8,705.99
5855,2024-10-25,C044,P009,2,459.97
5856,2024-10-17,C009,P004,2,442.60
5857,2024-10-14,C009,P006,6,1870.53
5858,2024-10-05,C024,P006,4,2355.68
5859,2024-10-02,C007,P008,3,586.68
5860,2024-10-17,C019,P020,5,2719.64
5861,2024-10-21,C016,P007,5,2520.38
5862,2024-10-11,C020,P003,1,142.71
5863,2024-10-16,C048,P004,4,902.16
5864,2024-10-25,C999,P001,7,2793.51
5865,2024-10-23,C033,P002,2,1198.21
5866,2024-10-14,C039,P004,3,1182.00
5867,2024-10-25,C023,P020,8,2046.11
5868,2024-10-08,C001,P002,4,1224.28
5869,2024-10-04,C021,P018,7,2931.70
5870,2024-10-05,C042,P007,3,1295.50
5871,2024-10-08,C046,P021,2,363.98
5872,2024-10-21,C024,P005,2,504.14
5873,2024-10-24,C013,P015,6,2885.41
5874,2024-10-22,C003,P001,6,1487.76
5875,2024-10-09,C022,P007,3,1314.48
5876,2024-11-26,C019,P007,4,1490.99
5877,2024-11-07,C024,P004,4,851.78
5878,2024-11-24,C026,P016,8,3084.83
5879,2024-11-21,C049,P014,7,2744.91
5880,2024-11-24,C032,P002,5,2003.47
5881,2024-11-25,C047,P002,7,4139.28
5882,2024-11-28,C039,P020,4,454.94
5883,2024-11-15,C027,P008,4,2083.93
5884,2024-11-04,C057,P004,5,269.02
5885,2024-11-27,C008,P010,5,419.01
5886,2024-11-25,C013,P023,8,1270.30
5887,2024-11-23,C046,P018,6,1600.06
5888,2024-11-13,C017,P010,4,670.75
5889,2024-11-13,C019,P015,1,408.91
5890,2024-11-12,C027,P020,1,352.73
5891,2024-11-05,C042,P007,1,495.15
5892,2024-11-10,C055,P024,4,275.00
5893,2024-11-18,C003,P019,8,390.40
5894,2024-11-14,C054,P017,4,214.09
5895,2024-11-13,C047,P020,1,355.81
5896,2024-11-15,C048,P007,6,1432.35
5897,2024-11-26,C014,P013,1,297.70
5898,2024-11-16,C055,P017,2,682.54
5899,2024-11-04,C010,P014,7,1651.38
5900,2024-11-10,C058,P001,8,2419.88
5901,2024-11-10,C056,P015,3,269.55
5902,2024-11-24,C047,P010,4,1343.63
5903,2024-11-24,C056,P010,3,198.13
5904,2024-11-28,C044,P024,8,3833.33
5905,2024-11-07,C048,P007,7,2098.83
5906,2024-11-23,C052,P007,5,240.19
5907,2024-11-06,C038,P019,4,2059.88
5908,2024-11-10,C059,P006,1,178.39
5909,2024-11-11,C015,P013,1,282.61
5910,2024-11-03,C057,P009,4,1317.68
5911,2024-11-24,C057,P013,2,244.78
5912,2024-11-15,C031,P014,4,885.18
5913,2024-11-14,C032,P005,3,478.78
5914,2024-11-16,C055,P008,1,172.33
5915,2024-11-01,C002,P001,1,310.67
5916,2024-11-28,C033,P009,8,2217.99
5917,2024-11-11,C048,P015,8,2245.48
5918,2024-11-09,C032,P002,6,1423.02
5919,2024-11-06,C011,P015,3,1409.26
5920,2024-11-17,C039,P004,3,937.37
5921,2024-11-18,C009,P020,7,4065.84
5922,2024-11-17,C041,P005,2,594.04
5923,2024-11-06,C055,P005,5,1833.59
5924,2024-11-07,C022,P002,2,157.94
5925,2024-11-02,C042,P022,7,2555.05
5926,2024-11-17,C042,P023,6,3158.00
5927,2024-11-19,C001,P012,1,529.84
5928,2024-11-15,C032,P013,2,837.14
5929,2024-11-26,C020,P014,2,567.69
5930,2024-11-22,C010,P010,5,1366.80
5931,2024-11-15,C050,P002,4,768.63
5932,2024-11-22,C048,P020,2,937.03
5933,2024-11-20,C018,P024,8,2972.90
5934,2024-11-16,C012,P011,5,210.11
5935,2024-11-11,C057,P007,3,604.01
5936,2024-11-25,C054,P021,8,1357.31
5937,2024-11-09,C040,P019,1,547.67
5938,2024-11-14,C020,P011,2,734.29
5939,2024-11-06,C056,P017,2,324.63
5940,2024-11-07,C059,P005,7,1885.54
5941,2024-11-24,C026,P008,2,1112.56
5942,2024-11-26,C052,P003,6,2402.00
5943,2024-11-14,C041,P009,4,2303.82
5944,2024-11-10,C048,P010,3,135.41
5945,2024-11-22,C035,P016,2,583.96
5946,2024-11-04,C026,P020,4,471.91
5947,2024-11-22,C046,P021,4,1823.62
5948,2024-11-26,C004,P006,4,951.80
5949,2024-11-19,C044,P009,3,1731.92
5950,2024-11-06,C058,P016,5,2395.20
5951,2024-11-12,C024,P017,4,450.43
5952,2024-11-17,C053,P010,1,220.32
5953,2024-11-15,C040,P022,6,1787.04
5954,2024-11-18,C057,P011,5,1390.18
5955,2024-11-01,C026,P016,4,1968.85
5956,2024-11-16,C011,P012,7,1048.57
5957,2024-11-08,C040,P012,2,1003.44
5958,2024-11-13,C033,P008,5,1294.78
5959,2024-11-24,C048,P001,2,962.73
5960,2024-12-19,C037,P006,8,2954.81
5961,2024-12-06,C999,P023,6,1963.07
5962,2024-12-13,C040,P009,3,1034.03
5963,2024-12-13,C031,P011,6,3182.99
5964,2024-12-28,C056,P013,4,2384.44
5965,2024-12-18,C004,P024,5,369.47
5966,2024-12-10,C012,P018,1,513.62
5967,2024-12-18,C019,P023,8,3373.38
5968,2024-12-11,C035,P019,7,2731.13
5969,2024-12-23,C060,P014,2,429.64
5970,2024-12-21,C060,P004,5,1475.79
5971,2024-12-07,C044,P021,8,2716.87
5972,2024-12-01,C057,P021,6,1454.86
5973,2024-12-02,C004,P022,2,737.44
5974,2024-12-13,C058,P006,5,1113.49
5975,2024-12-28,C011,P004,6,3116.08
5976,2024-12-27,C036,P008,4,1948.73
5977,2024-12-18,C003,P011,5,730.46
5978,2024-12-27,C017,P015,2,940.48
5979,2024-12-06,C055,P015,2,179.91
5980,2024-12-20,C015,P007,3,1307.98
5981,2024-12-01,C057,P019,2,937.37
5982,2024-12-19,C018,P011,7,2242.72
5983,2024-12-21,C033,P024,1,514.94
5984,2024-12-21,C002,P010,1,537.16
5985,2024-12-22,C006,P018,4,1431.19
5986,2024-12-23,C039,P018,4,181.81
5987,2024-12-21,C012,P017,4,1947.16
5988,2024-12-17,C011,P024,7,4259.31
5989,2024-12-10,C029,P011,2,858.59
5990,2024-12-21,C050,P024,2,1167.50
5991,2024-12-20,C044,P008,4,857.03
5992,2024-12-07,C032,P016,5,668.44
5993,2024-12-22,C049,P019,3,904.50
5994,2024-12-10,C017,P020,3,1521.67
5995,2024-12-28,C011,P005,8,4049.95
5996,2024-12-23,C016,P002,3,937.37
5997,2024-12-02,C036,P012,8,3921.13
5998,2024-12-08,C001,P008,6,3652.32
5999,2024-12-14,C005,P009,7,3724.09
6000,2024-12-10,C054,P023,3,1009.97
6001,2024-12-19,C030,P005,2,885.58
6002,2024-12-25,C018,P010,6,287.62
6003,2024-12-19,C037,P020,2,1019.11
6004,2024-12-06,C023,P008,2,434.06
6005,2024-12-09,C033,P018,8,1562.03
6006,2024-12-23,C037,P002,5,1054.37
6007,2024-12-13,C044,P004,7,2885.83
6008,2024-12-24,C017,P002,7,4295.66
6009,2024-12-18,C029,P018,2,727.87
6010,2024-12-26,C056,P002,8,4232.14
6011,2024-12-17,C018,P005,7,3555.02
6012,2024-12-28,C060,P019,4,247.54
6013,2024-12-09,C034,P010,1,430.40
6014,2024-12-26,C048,P018,4,2163.02
6015,2024-12-26,C054,P008,5,688.30
6016,2024-12-20,C040,P019,7,3137.27
6017,2024-12-06,C015,P006,2,720.77
6018,2024-12-26,C019,P012,4,577.45
6019,2024-12-03,C006,P002,8,4092.09
6020,2024-12-23,C021,P016,6,1649.73
6021,2024-12-13,C019,P012,1,338.07
6022,2024-12-25,C031,P024,6,3515.41
6023,2024-12-26,C017,P022,7,3932.98
6024,2024-12-21,C999,P010,5,813.86
6025,2024-12-04,C009,P013,1,586.78
6026,2024-12-22,C029,P001,6,2780.34
6027,2024-12-03,C036,P005,4,614.13
6028,2024-12-15,C029,P010,3,439.94
6029,2024-12-09,C035,P001,1,610.54
6030,2024-12-21,C026,P010,2,637.47
6031,2024-12-09,C046,P002,5,1240.25
6032,2024-12-05,C003,P019,1,199.63
6033,2024-12-22,C027,P003,8,3866.13
6034,2024-12-27,C017,P010,7,1377.53
6035,2024-12-01,C012,P020,2,118.68
6036,2024-12-22,C035,P021,4,2255.13
6037,2024-12-02,C029,P018,1,252.37
6038,2024-12-25,C009,P023,8,674.37
6039,2024-12-08,C035,P014,2,607.59
6040,2024-12-18,C999,P013,4,1300.87
6041,2024-12-26,C059,P022,8,3075.80
6042,2024-12-03,C038,P013,2,618.33
6043,2024-12-05,C007,P015,1,548.50
6044,2024-12-28,C008,P016,1,280.95
6045,2024-12-18,C031,P018,7,3308.73
6046,2024-12-18,C035,P020,1,367.19
6047,2024-12-21,C028,P022,4,572.61
6048,2024-12-13,C026,P022,1,281.75
6049,2024-12-15,C011,P024,1,556.63
6050,2024-12-15,C046,P009,2,132.95
6051,2024-12-02,C018,P024,2,878.95
6052,2024-12-13,C026,P009,2,219.46
6053,2024-12-07,C047,P009,3,1586.21
6054,2024-12-18,C053,P017,1,521.57
6055,2024-12-18,C005,P009,4,1747.10
6056,2024-12-18,C021,P022,5,1430.71
6057,2025-01-23,C057,P018,8,1229.42
6058,2025-01-20,C010,P021,6,1898.46
6059,2025-01-17,C028,P008,1,529.76
6060,2025-01-16,C038,P021,3,1741.61
6061,2025-01-14,C054,P004,4,295.88
6062,2025-01-24,C020,P019,4,345.61
6063,2025-01-10,C059,P005,5,3073.69
6064,2025-01-16,C039,P013,2,461.82
6065,2025-01-27,C023,P013,4,1478.64
6066,2025-01-22,C057,P008,5,1656.51
6067,2025-01-11,C018,P007,8,393.11
6068,2025-01-28,C045,P012,4,1308.29
6069,2025-01-12,C057,P017,2,514.67
6070,2025-01-27,C051,P007,6,221.29
6071,2025-01-21,C001,P008,7,2432.73
6072,2025-01-10,C030,P022,2,1147.53
6073,2025-01-14,C014,P014,3,1389.76
6074,2025-01-02,C035,P004,6,812.69
6075,2025-01-01,C052,P015,8,1818.84
6076,2025-01-18,C043,P008,5,2531.21
6077,2025-01-10,C011,P024,1,178.28
6078,2025-01-22,C009,P018,3,903.91
6079,2025-01-28,C034,P009,3,961.44
6080,2025-01-03,C059,P016,2,739.31
6081,2025-01-24,C042,P015,5,2057.47
6082,2025-01-07,C032,P016,3,1521.99
6083,2025-01-22,C047,P019,7,984.86
6084,2025-01-03,C028,P010,3,210.95
6085,2025-01-12,C033,P017,7,986.47
6086,2025-01-26,C059,P010,2,149.91
6087,2025-01-12,C027,P024,5,327.36
6088,2025-01-06,C053,P017,6,1465.35
6089,2025-01-18,C009,P010,6,2948.01
6090,2025-01-05,C008,P022,7,377.24
6091,2025-01-13,C047,P001,7,2911.70
6092,2025-01-12,C033,P015,2,1176.27
6093,2025-01-01,C043,P021,8,803.83
6094,2025-01-01,C053,P009,4,2121.65
6095,2025-01-23,C008,P014,7,555.94
6096,2025-01-24,C060,P020,4,1030.71
6097,2025-01-11,C042,P024,6,3659.23
6098,2025-01-28,C043,P006,2,636.66
6099,2025-01-14,C056,P024,6,1532.79
6100,2025-01-17,C999,P004,3,1352.24
6101,2025-01-06,C060,P002,8,4999.14
6102,2025-01-14,C055,P007,6,2111.84
6103,2025-01-25,C011,P012,6,3560.42
6104,2025-01-24,C042,P002,8,1309.32
6105,2025-01-04,C037,P001,5,2843.26
6106,2025-01-12,C999,P003,1,41.11
6107,2025-01-08,C016,P021,1,78.61
6108,2025-01-21,C009,P008,7,3552.81
6109,2025-01-21,C058,P007,3,505.74
6110,2025-01-06,C010,P020,4,852.25
6111,2025-01-01,C042,P008,4,522.12
6112,2025-01-16,C009,P003,8,3943.64
6113,2025-01-06,C052,P004,3,976.14
6114,2025-01-11,C021,P011,4,1304.32
6115,2025-01-14,C050,P008,7,3950.35
6116,2025-01-13,C001,P014,8,1466.43
6117,2025-01-28,C025,P006,1,116.15
6118,2025-01-26,C034,P015,4,1359.64
6119,2025-01-14,C023,P017,4,2191.01
6120,2025-01-24,C031,P014,6,3503.96
6121,2025-01-24,C004,P011,1,176.23
6122,2025-01-08,C022,P003,7,4248.58
6123,2025-01-19,C014,P002,5,247.91
6124,2025-01-08,C025,P003,1,612.12
6125,2025-01-07,C014,P021,8,1736.36
6126,2025-01-14,C012,P014,1,363.84
6127,2025-01-02,C054,P019,5,2954.01
6128,2025-01-23,C030,P003,1,105.53
6129,2025-01-20,C022,P005,1,175.58
6130,2025-01-05,C017,P024,4,1139.86
6131,2025-01-26,C057,P013,5,2030.16
6132,2025-01-05,C025,P002,5,181.31
6133,2025-01-28,C013,P018,6,3013.92
6134,2025-01-22,C053,P002,8,484.72
6135,2025-01-21,C016,P004,8,1520.58
6136,2025-01-05,C048,P011,1,108.67
6137,2025-01-08,C043,P005,3,532.80
6138,2025-01-24,C018,P022,7,1984.07
6139,2025-01-09,C045,P017,5,1004.72
6140,2025-01-24,C013,P004,4,269.23
6141,2025-01-26,C046,P001,4,2052.43
6142,2025-01-01,C029,P007,4,195.95
6143,2025-01-21,C031,P002,1,269.71
6144,2025-01-19,C049,P001,5,3095.33
6145,2025-01-05,C044,P010,6,1633.79
6146,2025-01-25,C048,P004,5,205.14
6147,2025-01-09,C017,P003,5,246.49
6148,2025-01-21,C039,P014,2,906.58
6149,2025-01-04,C029,P014,1,183.13
6150,2025-01-11,C002,P011,6,3561.99
6151,2025-01-14,C060,P017,8,3268.93
6152,2025-01-19,C053,P023,2,234.45
6153,2025-01-26,C019,P009,1,159.50
6154,2025-01-17,C031,P009,8,4202.33
6155,2025-01-22,C015,P011,1,211.77
6156,2025-01-01,C037,P001,1,362.45
6157,2025-02-26,C021,P014,5,2299.99
6158,2025-02-05,C017,P009,8,3096.68
6159,2025-02-28,C058,P007,6,3616.74
6160,2025-02-15,C020,P003,2,282.35
6161,2025-02-16,C016,P009,8,1243.28
6162,2025-02-20,C014,P019,6,957.76
6163,2025-02-25,C029,P018,8,4369.92
6164,2025-02-11,C005,P009,4,2477.36
6165,2025-02-09,C027,P003,2,277.91
6166,2025-02-13,C027,P021,5,886.19
6167,2025-02-09,C031,P007,6,2986.72
6168,2025-02-10,C053,P005,8,4802.77
6169,2025-02-04,C046,P006,8,2764.76
6170,2025-02-05,C039,P006,6,3381.73
6171,2025-02-16,C054,P022,2,86.04
6172,2025-02-16,C008,P007,3,1445.67
6173,2025-02-23,C019,P009,3,365.79
6174,2025-02-13,C025,P008,4,342.74
6175,2025-02-12,C999,P016,2,649.70
6176,2025-02-14,C028,P005,4,1151.02
6177,2025-02-21,C032,P012,3,1297.01
6178,2025-02-07,C047,P012,1,451.62
6179,2025-02-26,C028,P023,2,121.99
6180,2025-02-26,C999,P014,5,2592.54
6181,2025-02-21,C015,P022,5,2593.49
6182,2025-02-11,C001,P013,1,148.85
6183,2025-02-13,C002,P002,5,2773.13
6184,2025-02-13,C032,P008,6,294.57
6185,2025-02-21,C037,P008,8,5037.60
6186,2025-02-26,C025,P005,8,1495.58
6187,2025-02-24,C001,P006,6,3753.01
6188,2025-02-04,C015,P012,4,1854.32
6189,2025-02-02,C009,P023,2,1094.06
6190,2025-02-18,C015,P003,1,624.04
6191,2025-02-16,C032,P007,3,1474.00
6192,2025-02-22,C002,P015,2,100.42
6193,2025-02-22,C008,P001,2,927.63
6194,2025-02-14,C055,P012,8,4514.85
6195,2025-02-06,C017,P007,5,2781.59
6196,2025-02-12,C033,P023,3,241.32
6197,2025-02-17,C045,P007,4,2530.89
6198,2025-02-08,C004,P005,5,1072.34
6199,2025-02-28,C026,P022,3,713.14
6200,2025-02-23,C059,P004,3,1696.47
6201,2025-02-06,C047,P005,6,284.33
6202,2025-02-24,C010,P008,1,376.36
6203,2025-02-14,C013,P002,3,1338.67
6204,2025-02-21,C011,P005,7,717.60
6205,2025-02-07,C026,P009,2,469.68
6206,2025-02-18,C016,P023,8,4019.74
6207,2025-02-27,C009,P009,5,2713.86
6208,2025-02-23,C045,P013,8,352.99
6209,2025-02-08,C036,P015,8,561.77
6210,2025-02-24,C049,P014,8,1738.57
6211,2025-02-11,C020,P018,1,444.43
6212,2025-02-26,C053,P017,3,417.64
6213,2025-02-15,C022,P013,6,3089.75
6214,2025-02-17,C013,P019,3,1369.10
6215,2025-02-15,C049,P024,4,1372.29
6216,2025-02-19,C005,P018,7,3053.86
6217,2025-02-02,C034,P005,6,3110.47
6218,2025-02-16,C049,P001,6,3622.34
6219,2025-02-02,C024,P002,6,633.72
6220,2025-02-11,C001,P008,2,770.19
6221,2025-02-24,C022,P012,7,2489.85
6222,2025-02-28,C005,P007,8,4658.85
6223,2025-02-02,C048,P013,1,565.28
6224,2025-02-18,C020,P021,3,656.17
6225,2025-02-12,C005,P013,8,3424.80
6226,2025-02-17,C018,P016,2,121.99
6227,2025-02-26,C041,P011,1,269.46
6228,2025-02-07,C021,P002,4,722.50
6229,2025-02-23,C037,P009,5,1782.48
6230,2025-02-04,C057,P016,8,3696.25
6231,2025-02-08,C030,P008,5,2940.05
6232,2025-02-14,C046,P014,7,2493.16
6233,2025-02-21,C023,P004,4,2479.55
6234,2025-02-19,C028,P016,7,335.78
6235,2025-02-21,C009,P020,4,378.78
6236,2025-02-18,C034,P021,1,167.81
6237,2025-02-09,C046,P002,4,578.63
6238,2025-02-20,C059,P005,8,3161.76
